work_year,experience_level,salary_in_usd,remote_ratio,company_size,FL,FT,PT
2025,1,52027,0,2,0,1,0
2025,3,233900,0,2,0,1,0
2024,3,175000,0,2,0,1,0
2024,3,130000,100,2,0,1,0
2023,3,162000,0,2,0,1,0
2024,1,65000,0,2,0,1,0
2024,2,138000,0,2,0,1,0
2024,3,216000,0,2,0,1,0
2023,2,73500,0,2,0,1,0
2025,3,170100,100,2,0,1,0
2024,3,212000,0,2,0,1,0
2025,3,364254,100,2,0,1,0
2024,2,198300,0,2,0,1,0
2024,2,201000,0,2,0,1,0
2024,2,90000,0,2,0,1,0
2025,3,175000,0,2,0,1,0
2025,3,127000,0,2,0,1,0
2025,2,118800,0,2,0,1,0
2024,3,161700,0,2,0,1,0
2024,3,128000,0,2,0,1,0
2024,3,148000,0,2,0,1,0
2025,3,114080,0,2,0,1,0
2024,1,137750,0,2,0,1,0
2024,1,137000,0,2,0,1,0
2024,3,146900,100,2,0,1,0
2025,1,85000,0,2,0,1,0
2024,2,290180,0,2,0,1,0
2024,3,176000,0,2,0,1,0
2024,3,160000,0,2,0,1,0
2025,3,300000,0,2,0,1,0
2025,4,187000,0,2,0,1,0
2024,2,77760,0,2,0,1,0
2024,2,337250,0,2,0,1,0
2024,2,281700,0,2,0,1,0
2025,3,167000,0,2,0,1,0
2025,1,143060,100,2,0,1,0
2023,3,118400,0,2,0,1,0
2024,3,206690,100,2,0,1,0
2024,3,312200,0,2,0,1,0
2025,3,281000,0,2,0,1,0
2025,1,410126,0,2,0,1,0
2025,1,60969,0,2,0,1,0
2025,3,148000,0,2,0,1,0
2025,1,111300,0,2,0,1,0
2025,3,298300,100,2,0,1,0
2025,3,117200,0,2,0,1,0
2024,3,93500,100,2,0,1,0
2024,3,144501,100,2,0,1,0
2025,2,160000,100,2,0,1,0
2025,3,140700,0,2,0,1,0
2024,1,130000,0,2,0,1,0
2024,2,99000,0,2,0,1,0
2025,2,110759,0,2,0,1,0
2024,3,160000,100,2,0,1,0
2025,2,110240,0,2,0,1,0
2025,3,89000,100,2,0,1,0
2025,3,239900,0,2,0,1,0
2024,1,158620,0,2,0,1,0
2024,3,337000,0,2,0,1,0
2024,3,240000,0,2,0,1,0
2025,3,199700,0,2,0,1,0
2024,1,137750,0,2,0,1,0
2025,1,88500,0,2,0,1,0
2025,2,168500,0,2,0,1,0
2024,3,99000,0,2,0,1,0
2025,2,150000,100,2,0,1,0
2025,2,115000,0,2,0,1,0
2025,3,120900,0,2,0,1,0
2024,4,170760,0,2,0,1,0
2025,3,137300,100,2,0,1,0
2023,2,52100,0,2,0,1,0
2024,3,230000,0,2,0,1,0
2024,3,169000,0,2,0,1,0
2024,3,115000,0,2,0,1,0
2025,3,184000,0,2,0,1,0
2025,2,300000,0,2,0,1,0
2025,3,117600,100,2,0,1,0
2025,2,300000,0,2,0,1,0
2023,3,105000,100,2,0,1,0
2025,3,191869,0,2,0,1,0
2024,3,136000,0,2,0,1,0
2025,2,121732,0,2,0,1,0
2024,2,163000,100,2,0,1,0
2025,3,148000,0,2,0,1,0
2022,3,47280,0,2,0,1,0
2025,3,159500,0,2,0,1,0
2024,3,100000,0,2,0,1,0
2025,2,160000,100,2,0,1,0
2023,3,113220,0,2,0,1,0
2025,1,144200,0,2,0,1,0
2025,2,193000,0,2,0,1,0
2024,3,188100,0,2,0,1,0
2025,2,425000,0,2,0,1,0
2025,2,295000,0,2,0,1,0
2025,3,159900,0,2,0,1,0
2025,2,200000,0,2,0,1,0
2025,2,154600,100,2,0,1,0
2025,3,110000,100,2,0,1,0
2024,2,172000,0,2,0,1,0
2024,3,220800,0,2,0,1,0
2024,1,194750,0,2,0,1,0
2024,2,214127,0,2,0,1,0
2024,3,126500,0,2,0,1,0
2025,3,298300,100,2,0,1,0
2024,2,122000,100,2,0,1,0
2024,3,146000,100,2,0,1,0
2025,3,177000,0,2,0,1,0
2024,3,99100,0,2,0,1,0
2025,3,118000,0,2,0,1,0
2025,1,16842,0,2,0,0,1
2023,2,172200,0,2,0,1,0
2024,2,200200,0,2,0,1,0
2023,3,163200,0,2,0,1,0
2025,1,38000,0,2,0,1,0
2025,3,310000,0,2,0,1,0
2024,4,290000,0,2,0,1,0
2024,1,67095,0,2,0,1,0
2025,2,151800,0,2,0,1,0
2025,3,94500,100,2,0,1,0
2024,4,220000,0,2,0,1,0
2024,3,256500,0,2,0,1,0
2024,2,134000,100,2,0,1,0
2025,3,356500,0,2,0,1,0
2024,4,313600,0,2,0,1,0
2025,1,100000,0,2,0,1,0
2023,3,170625,0,2,0,1,0
2024,3,122111,0,2,0,1,0
2024,1,100000,100,2,0,1,0
2025,1,93043,0,2,0,1,0
2025,3,150400,0,3,0,1,0
2024,2,107600,0,2,0,1,0
2024,1,99000,0,2,0,1,0
2024,2,161406,0,2,0,1,0
2025,2,190000,0,2,0,1,0
2024,1,17333,0,2,0,1,0
2025,3,135300,0,2,0,1,0
2024,3,86300,0,2,0,1,0
2024,3,128000,0,2,0,1,0
2024,3,264000,0,2,0,1,0
2024,2,110000,100,2,0,1,0
2025,2,130000,0,2,0,1,0
2022,4,200000,100,2,0,1,0
2025,1,60000,0,2,0,1,0
2025,3,120500,0,2,0,1,0
2025,3,73684,0,2,0,1,0
2023,3,170000,0,2,0,1,0
2024,1,52300,0,2,0,1,0
2024,3,117200,0,2,0,1,0
2024,3,146153,0,2,0,1,0
2023,3,48585,0,2,0,1,0
2025,3,77142,0,2,0,1,0
2023,2,40423,0,2,0,1,0
2025,2,75000,0,2,0,1,0
2025,2,217000,0,2,0,1,0
2024,3,140000,0,2,0,1,0
2024,3,163000,100,2,0,1,0
2024,2,126000,0,2,0,1,0
2023,3,118900,0,2,0,1,0
2024,2,246400,0,2,0,1,0
2025,3,140000,0,2,0,1,0
2024,2,125000,0,2,0,1,0
2023,3,222000,100,2,0,1,0
2025,2,75000,0,2,0,1,0
2024,3,98400,0,2,0,1,0
2025,2,168700,0,2,0,1,0
2025,3,133100,0,2,0,1,0
2025,3,212000,0,2,0,1,0
2025,3,93281,0,2,0,1,0
2025,2,66000,0,2,0,1,0
2025,3,31212,0,2,0,1,0
2024,2,48000,0,2,0,1,0
2025,1,31645,0,2,0,1,0
2024,3,96000,0,2,0,1,0
2025,3,195000,100,2,0,1,0
2024,3,93700,0,2,0,1,0
2025,2,145000,0,2,0,1,0
2024,2,89000,0,2,0,1,0
2024,3,153000,0,2,0,1,0
2025,1,68000,100,2,0,1,0
2025,3,130000,0,2,0,1,0
2024,3,75600,0,2,0,1,0
2025,3,85000,0,2,0,1,0
2024,2,166320,100,2,0,1,0
2024,3,84533,100,2,0,1,0
2025,2,123000,0,2,0,1,0
2025,3,110000,100,2,0,1,0
2024,3,26161,0,2,0,1,0
2024,3,132000,0,2,0,1,0
2024,3,168750,100,2,0,1,0
2025,3,257200,0,2,0,1,0
2024,2,87000,0,2,0,1,0
2025,2,142700,0,2,0,1,0
2024,2,85800,0,2,0,1,0
2024,2,300000,0,2,0,1,0
2025,4,253950,0,2,0,1,0
2025,3,143100,0,2,0,1,0
2025,3,343100,0,2,0,1,0
2024,1,58400,0,2,0,0,1
2025,3,287500,0,2,0,1,0
2025,3,180000,100,2,0,1,0
2022,3,84900,100,2,0,1,0
2025,2,720000,0,2,0,1,0
2024,2,231250,0,2,0,1,0
2024,2,115600,0,2,0,1,0
2025,3,220000,0,2,0,1,0
2024,3,148000,0,2,0,1,0
2025,4,127310,0,2,0,1,0
2025,3,150000,0,2,0,1,0
2024,3,103800,0,2,0,1,0
2024,2,61046,0,2,0,1,0
2025,3,252000,0,2,0,1,0
2025,3,201200,0,3,0,1,0
2025,3,264480,100,2,0,1,0
2024,3,130100,0,2,0,1,0
2024,3,194000,0,2,0,1,0
2024,3,83400,0,2,0,1,0
2024,3,143300,0,3,0,1,0
2025,3,368000,0,2,0,1,0
2025,3,61052,0,2,0,1,0
2024,3,196008,0,2,0,1,0
2025,4,222000,0,2,0,1,0
2025,3,145000,0,2,0,1,0
2024,3,190180,0,2,0,1,0
2024,2,164000,100,2,0,1,0
2025,2,116000,0,2,0,1,0
2025,2,47360,100,2,0,0,1
2024,2,75000,0,2,0,1,0
2025,3,83700,100,2,0,1,0
2025,3,110000,100,2,0,1,0
2025,2,91500,0,2,0,1,0
2024,3,118450,0,2,0,1,0
2024,3,127500,100,2,0,1,0
2024,1,95000,0,2,0,1,0
2024,3,70000,0,2,0,1,0
2025,2,177100,0,2,0,1,0
2025,2,150000,100,2,0,1,0
2025,3,131175,0,2,0,1,0
2024,3,158880,100,2,0,1,0
2025,1,52000,0,2,0,1,0
2025,2,165490,0,2,0,1,0
2025,3,148000,0,2,0,1,0
2024,3,114300,100,2,0,1,0
2025,3,150000,100,2,0,1,0
2024,3,125000,0,2,0,1,0
2024,2,67200,0,2,0,1,0
2025,2,153000,0,2,0,1,0
2025,3,137500,0,2,0,1,0
2025,3,231550,0,2,0,1,0
2025,3,147000,0,2,0,1,0
2025,1,134000,0,2,0,1,0
2025,3,180000,100,2,0,1,0
2025,1,79000,0,2,0,1,0
2025,3,200000,100,2,0,1,0
2024,2,165500,0,3,0,1,0
2024,2,107700,100,2,0,1,0
2025,3,237000,0,2,0,1,0
2025,3,210000,0,2,0,1,0
2024,3,145000,0,2,0,1,0
2025,3,184000,0,2,0,1,0
2024,2,181000,0,2,0,1,0
2024,2,110000,100,2,0,1,0
2024,3,135400,0,2,0,1,0
2024,3,328000,0,2,0,1,0
2023,3,144000,0,2,0,1,0
2024,2,75705,0,2,0,1,0
2025,3,164000,0,2,0,1,0
2025,3,197100,100,2,0,1,0
2025,3,95000,0,2,0,1,0
2025,3,124000,0,2,0,1,0
2024,3,100000,0,2,0,1,0
2024,3,296300,0,2,0,1,0
2025,2,85000,0,2,0,1,0
2024,3,130000,0,2,0,1,0
2025,2,105600,0,2,0,1,0
2024,3,221000,0,2,0,1,0
2024,3,101100,100,2,0,1,0
2025,3,167200,0,2,0,1,0
2025,3,180100,100,2,0,1,0
2025,3,190000,0,2,0,1,0
2024,3,145000,0,2,0,1,0
2025,1,206860,0,2,0,1,0
2025,2,68000,0,2,0,1,0
2025,3,200000,0,2,0,1,0
2024,2,240240,0,2,0,1,0
2024,3,283800,0,2,0,1,0
2024,3,151900,0,2,0,1,0
2023,3,120000,0,2,0,1,0
2025,1,92200,0,2,0,1,0
2023,3,225000,0,2,0,1,0
2023,3,150000,100,2,0,1,0
2025,3,110000,100,2,0,1,0
2023,3,104000,100,2,0,1,0
2024,3,105000,0,2,0,1,0
2023,2,204500,0,2,0,1,0
2025,2,159600,0,2,0,1,0
2025,3,145000,0,2,0,1,0
2025,3,115000,0,2,0,1,0
2024,3,152000,0,2,0,1,0
2024,1,60000,0,2,0,1,0
2025,2,115000,100,2,0,1,0
2024,3,162000,0,2,0,1,0
2025,2,284000,0,2,0,1,0
2025,3,219200,0,2,0,1,0
2021,3,153000,100,3,0,1,0
2025,2,160000,0,2,0,1,0
2024,1,238600,0,2,0,1,0
2025,3,222480,0,2,0,1,0
2025,3,180370,100,2,0,1,0
2025,3,356500,0,2,0,1,0
2024,3,170000,100,2,0,1,0
2024,3,142320,0,2,0,1,0
2024,3,160000,100,2,0,1,0
2025,3,94220,0,2,0,1,0
2025,3,158000,0,2,0,1,0
2024,3,170000,0,2,0,1,0
2025,2,180000,0,2,0,1,0
2025,2,95000,0,2,0,1,0
2025,3,244800,0,2,0,1,0
2024,2,235400,0,2,0,1,0
2024,3,93700,0,2,0,1,0
2024,2,170185,0,2,0,1,0
2023,3,80000,100,2,0,1,0
2024,1,72000,0,2,0,1,0
2025,2,75000,0,2,0,1,0
2024,2,145125,0,2,0,1,0
2024,3,140000,100,2,0,1,0
2024,2,170500,0,2,0,1,0
2025,3,270000,100,2,0,1,0
2024,3,160000,100,2,0,1,0
2025,3,72000,100,2,0,1,0
2025,3,299375,0,2,0,1,0
2024,3,310500,0,2,0,1,0
2025,2,115700,0,2,0,1,0
2024,3,125760,0,2,0,1,0
2024,3,177000,0,2,0,1,0
2025,3,249900,0,2,0,1,0
2025,3,136000,0,2,0,1,0
2025,2,70405,0,2,0,1,0
2024,3,70000,0,2,0,1,0
2024,3,139400,100,2,0,1,0
2025,3,110000,100,2,0,1,0
2023,3,107500,100,2,0,1,0
2024,2,199500,0,2,0,1,0
2025,3,72150,0,2,0,1,0
2025,2,65000,100,2,0,1,0
2025,3,96800,0,2,0,1,0
2025,2,129400,0,3,0,1,0
2024,2,205168,0,2,0,1,0
2023,3,324000,0,2,0,1,0
2024,1,69400,0,2,0,1,0
2025,3,150000,100,2,0,1,0
2024,2,174000,0,2,0,1,0
2024,3,143800,0,2,0,1,0
2024,3,110000,100,2,0,1,0
2024,3,285000,0,2,0,1,0
2025,3,210000,0,2,0,1,0
2025,3,120000,0,2,0,1,0
2025,3,465000,100,2,0,1,0
2024,3,264200,0,2,0,1,0
2024,2,150000,100,2,0,1,0
2024,3,209000,100,2,0,1,0
2025,1,100800,0,2,0,1,0
2023,3,162000,0,2,0,1,0
2024,3,85000,0,2,0,1,0
2025,2,223400,0,3,0,1,0
2024,3,150000,0,2,0,1,0
2024,3,150000,100,2,0,1,0
2024,2,98300,0,2,0,1,0
2024,3,160000,100,2,0,1,0
2024,3,160000,100,2,0,1,0
2025,3,125000,0,2,0,1,0
2024,3,178240,0,2,0,1,0
2025,1,200000,100,2,0,1,0
2024,3,280000,100,2,0,1,0
2023,3,140000,100,2,0,1,0
2025,3,103700,0,2,0,1,0
2024,3,220000,0,2,0,1,0
2024,2,121586,0,2,0,1,0
2025,2,56250,100,2,0,1,0
2025,3,126000,0,2,0,1,0
2025,3,217520,0,2,0,1,0
2024,3,110000,100,2,0,1,0
2024,3,145000,0,2,0,1,0
2025,3,259335,0,2,0,1,0
2024,2,136300,0,2,0,1,0
2025,3,161360,0,2,0,1,0
2024,3,280000,0,2,0,1,0
2025,3,174000,0,2,0,1,0
2025,3,137100,0,2,0,1,0
2025,3,176748,0,2,0,1,0
2024,3,115000,100,2,0,1,0
2025,2,104000,0,2,0,1,0
2025,3,168400,0,2,0,1,0
2024,2,77000,0,2,0,1,0
2025,2,240000,0,2,0,1,0
2024,2,143500,100,2,0,1,0
2024,3,167500,0,2,0,1,0
2024,3,165200,100,2,0,1,0
2024,3,155000,0,2,0,1,0
2025,3,95000,100,2,0,1,0
2024,3,166358,100,2,0,1,0
2025,3,145000,100,2,0,1,0
2024,3,269750,0,2,0,1,0
2024,3,87500,0,2,0,1,0
2025,3,158000,0,2,0,1,0
2025,3,208000,0,2,0,0,0
2025,3,259200,0,2,0,1,0
2024,3,379500,0,2,0,1,0
2024,2,214032,0,2,0,1,0
2025,4,328500,0,2,0,1,0
2025,2,131300,0,2,0,1,0
2025,3,115000,0,2,0,1,0
2024,3,355000,0,2,0,1,0
2025,2,93500,0,2,0,1,0
2023,3,245000,100,2,0,1,0
2025,2,106200,0,2,0,1,0
2024,1,140000,100,2,0,1,0
2023,3,86374,100,1,0,1,0
2024,3,169442,0,2,0,1,0
2025,2,96720,0,2,0,1,0
2023,1,104024,50,1,0,1,0
2025,3,170000,0,2,0,1,0
2025,2,36855,50,3,0,1,0
2024,2,60000,0,2,0,1,0
2023,3,135000,0,2,0,1,0
2024,1,135000,0,2,0,1,0
2023,3,121000,0,2,0,1,0
2024,3,160000,0,2,0,1,0
2024,2,106250,0,2,0,1,0
2024,3,176000,0,2,0,1,0
2024,3,139300,0,2,0,1,0
2024,2,440000,0,2,0,1,0
2024,3,137000,0,2,0,1,0
2025,3,160284,100,2,0,1,0
2025,3,96926,100,2,0,1,0
2024,2,45028,0,2,0,1,0
2024,3,166000,0,2,0,1,0
2025,2,175000,100,2,0,1,0
2024,1,90000,0,2,0,1,0
2025,2,250000,100,2,0,1,0
2025,3,276100,0,2,0,1,0
2025,3,104000,0,2,0,1,0
2024,2,280000,0,2,0,1,0
2024,3,235000,0,2,0,1,0
2025,3,86700,0,2,0,1,0
2024,3,414000,0,2,0,1,0
2025,3,119000,0,2,0,1,0
2024,2,117000,0,2,0,1,0
2024,3,176000,0,2,0,1,0
2025,3,356500,0,2,0,1,0
2025,2,95000,100,2,0,1,0
2025,2,89600,0,3,0,1,0
2025,1,60200,0,2,0,1,0
2025,3,165147,0,2,0,1,0
2025,3,130650,0,2,0,1,0
2024,3,105500,100,2,0,1,0
2025,3,77500,0,2,0,1,0
2024,3,159000,0,2,0,1,0
2025,3,187800,0,2,0,1,0
2024,3,192500,0,2,0,1,0
2022,3,110000,0,2,0,1,0
2024,2,114800,0,2,0,1,0
2024,1,65000,0,2,0,1,0
2024,1,237500,0,2,0,1,0
2025,3,100000,100,2,0,1,0
2025,1,87423,0,2,0,1,0
2025,3,90000,0,2,0,1,0
2025,2,138000,0,2,0,1,0
2025,3,113100,0,2,0,1,0
2024,2,175420,0,2,0,1,0
2023,2,104500,0,2,0,1,0
2024,3,179000,0,3,0,1,0
2025,3,120000,0,2,0,1,0
2025,2,113000,0,2,0,1,0
2025,2,130900,100,2,0,1,0
2025,3,126500,0,2,0,1,0
2024,3,165000,0,2,0,1,0
2024,2,91548,100,2,0,1,0
2024,1,39500,0,2,0,1,0
2024,3,198000,100,2,0,1,0
2024,2,134275,100,2,0,1,0
2024,3,90480,100,2,0,1,0
2024,3,180000,100,2,0,1,0
2024,3,150000,0,2,0,1,0
2024,2,160000,0,2,0,1,0
2025,3,162480,0,2,0,1,0
2025,3,384100,0,2,0,1,0
2024,1,56250,0,2,0,1,0
2025,3,130000,0,2,0,1,0
2025,2,85000,0,2,0,1,0
2024,3,108334,0,2,0,1,0
2025,2,74000,0,2,0,0,0
2023,4,80000,0,2,0,1,0
2024,3,153000,100,2,0,1,0
2025,1,180000,0,2,0,1,0
2024,2,128300,0,2,0,1,0
2024,3,137100,0,2,0,1,0
2025,3,115000,0,2,0,1,0
2024,3,90000,0,2,0,1,0
2024,3,127000,0,2,0,1,0
2024,3,339250,0,2,0,1,0
2024,2,212800,0,3,0,1,0
2025,2,77000,0,2,0,1,0
2023,1,60000,100,3,0,1,0
2025,3,126000,0,2,0,1,0
2025,2,240000,0,2,0,1,0
2024,1,105000,0,2,0,1,0
2025,3,148014,0,2,0,1,0
2024,2,128000,0,2,0,1,0
2024,3,152000,0,2,0,1,0
2024,2,67700,0,2,0,1,0
2024,3,95776,100,2,0,1,0
2025,3,90000,100,2,0,1,0
2025,2,136000,0,3,0,1,0
2025,1,80000,0,2,0,1,0
2025,3,77200,0,2,0,1,0
2024,3,172000,0,2,0,1,0
2025,3,118600,0,2,0,1,0
2024,3,106605,0,2,0,1,0
2024,3,127890,100,2,0,1,0
2025,1,190000,100,2,0,0,0
2024,2,130000,0,2,0,1,0
2023,4,205000,0,2,0,1,0
2025,2,70000,50,3,0,1,0
2024,3,110000,100,2,0,1,0
2024,3,131750,0,2,0,1,0
2025,3,104000,100,2,0,1,0
2025,3,126400,0,2,0,1,0
2025,2,105000,0,2,0,1,0
2024,3,143100,0,2,0,1,0
2024,3,160000,0,2,0,1,0
2024,1,133900,0,2,0,1,0
2024,2,183000,0,2,0,1,0
2024,2,720000,0,2,0,1,0
2025,2,139000,0,2,0,1,0
2024,2,50000,0,2,0,1,0
2024,3,173689,0,2,0,1,0
2025,3,104000,0,2,0,1,0
2024,4,150000,0,2,0,1,0
2024,3,180000,0,2,0,1,0
2025,3,232800,0,2,0,1,0
2023,3,222200,0,3,0,1,0
2025,2,193270,0,2,0,1,0
2024,3,261000,100,2,0,1,0
2025,3,198000,100,2,0,1,0
2024,3,284000,0,2,0,1,0
2024,2,88000,100,2,0,1,0
2025,3,135000,0,2,0,1,0
2024,2,165000,0,2,0,1,0
2024,3,150400,0,2,0,1,0
2025,3,207219,0,2,0,1,0
2025,3,115000,0,2,0,1,0
2024,3,122900,0,2,0,1,0
2025,3,184000,0,2,0,1,0
2025,2,80000,0,2,0,1,0
2024,2,125500,0,3,0,1,0
2025,3,100000,0,2,0,1,0
2022,3,104000,100,2,0,1,0
2024,1,50000,0,2,0,1,0
2024,1,98300,0,2,0,1,0
2024,3,82783,0,2,0,1,0
2025,3,90000,100,2,0,1,0
2025,1,16000,100,2,0,0,0
2025,3,110000,0,2,0,1,0
2024,3,122500,0,2,0,1,0
2024,3,139000,0,2,0,1,0
2025,3,110000,100,2,0,1,0
2024,3,195000,0,2,0,1,0
2025,2,137750,0,2,0,1,0
2024,3,228000,100,2,0,1,0
2025,2,170770,100,2,0,1,0
2024,3,72700,0,2,0,1,0
2024,1,139650,0,2,0,1,0
2024,3,117200,0,2,0,1,0
2024,1,176060,0,3,0,1,0
2024,3,182400,0,2,0,1,0
2025,3,90000,0,2,0,1,0
2024,2,88000,0,2,0,1,0
2024,3,134500,0,2,0,1,0
2025,3,193000,0,2,0,1,0
2024,3,187675,0,2,0,1,0
2025,3,130000,0,2,0,0,0
2024,2,150000,0,2,0,1,0
2024,1,78000,0,2,0,1,0
2025,1,41600,0,2,0,0,1
2023,3,140100,0,2,0,1,0
2025,2,89600,0,2,0,1,0
2025,2,142200,0,2,0,1,0
2025,3,157417,0,2,0,1,0
2024,3,92920,0,2,0,1,0
2025,3,71578,0,2,0,1,0
2025,3,110000,100,2,0,1,0
2024,2,223900,100,2,0,1,0
2025,3,294600,0,2,0,1,0
2025,3,48000,100,2,0,1,0
2024,3,177000,0,2,0,1,0
2025,3,135000,0,2,0,1,0
2025,2,155000,0,2,0,1,0
2025,3,114080,0,2,0,1,0
2024,3,137600,0,2,0,1,0
2022,2,134000,0,2,0,1,0
2024,3,110000,100,2,0,1,0
2024,2,425000,0,2,0,1,0
2024,3,74800,0,2,0,1,0
2025,1,63900,0,2,0,1,0
2025,2,100000,0,2,0,1,0
2024,3,281000,0,2,0,1,0
2024,3,252000,0,2,0,1,0
2024,3,227000,0,2,0,1,0
2025,3,160000,0,2,0,1,0
2024,3,240240,0,2,0,1,0
2024,2,120000,100,2,0,1,0
2022,2,120000,0,2,0,1,0
2025,3,84500,0,2,0,1,0
2024,3,229500,0,2,0,1,0
2025,1,92096,0,2,0,1,0
2025,3,229000,100,2,0,1,0
2025,3,100000,0,2,0,1,0
2025,3,165000,0,2,0,1,0
2025,3,185000,0,2,0,1,0
2024,1,80000,0,2,0,1,0
2024,3,137600,0,2,0,1,0
2023,2,86128,100,2,0,1,0
2025,3,197500,0,2,0,1,0
2024,2,80000,0,2,0,1,0
2024,3,160000,0,2,0,1,0
2025,3,216000,0,2,0,1,0
2025,3,232680,100,2,0,1,0
2025,4,193000,100,2,0,1,0
2025,3,172500,0,2,0,1,0
2024,3,300000,0,2,0,1,0
2023,3,115000,0,2,0,1,0
2024,2,256500,0,2,0,1,0
2024,2,143000,0,2,0,1,0
2025,3,106000,0,2,0,1,0
2023,1,156450,100,2,0,1,0
2025,3,214200,0,2,0,1,0
2025,3,160000,100,2,0,1,0
2025,2,36631,0,2,0,1,0
2024,3,142500,0,2,0,1,0
2024,2,267000,100,2,0,1,0
2025,3,70000,100,2,0,1,0
2025,1,113100,100,2,0,1,0
2025,3,221900,100,2,0,1,0
2023,3,160000,0,2,0,1,0
2024,2,100000,100,2,0,1,0
2024,2,123000,0,2,0,1,0
2025,3,141000,0,2,0,1,0
2024,3,115000,0,2,0,1,0
2024,3,172100,0,2,0,1,0
2024,2,202000,0,2,0,1,0
2024,3,113786,0,2,0,1,0
2024,3,97500,100,2,0,1,0
2024,3,78800,0,2,0,1,0
2024,2,146100,0,2,0,1,0
2024,3,35000,100,2,0,1,0
2024,3,120000,100,2,0,1,0
2024,2,119200,0,2,0,1,0
2023,3,108768,0,2,0,1,0
2025,3,210000,100,2,0,1,0
2025,3,81900,100,2,0,1,0
2024,3,232300,0,2,0,1,0
2025,3,117300,0,2,0,1,0
2024,3,222800,0,2,0,1,0
2024,3,140000,0,2,0,1,0
2024,3,165100,0,2,0,1,0
2025,3,252000,0,2,0,1,0
2024,3,90000,0,2,0,1,0
2024,2,223600,0,3,0,1,0
2024,3,310000,0,2,0,1,0
2024,2,75000,0,2,0,1,0
2024,3,185000,100,2,0,1,0
2024,2,131000,0,2,0,1,0
2020,1,62726,50,1,0,1,0
2024,2,94000,0,2,0,1,0
2025,2,106000,0,2,0,1,0
2024,3,117725,100,2,0,1,0
2024,3,73200,0,2,0,1,0
2024,3,130000,0,2,0,1,0
2022,2,84053,100,2,0,1,0
2025,1,55604,0,2,0,1,0
2025,2,120000,100,2,0,1,0
2025,2,145000,0,2,0,1,0
2025,3,184000,0,2,0,1,0
2025,3,133900,0,2,0,1,0
2024,2,65000,0,2,0,1,0
2025,3,170000,0,2,0,1,0
2025,1,80000,0,2,0,1,0
2025,3,169900,0,2,0,1,0
2024,1,140400,100,2,0,1,0
2025,1,92000,0,2,0,1,0
2025,3,181854,0,2,0,1,0
2024,3,96600,0,2,0,1,0
2025,2,85000,0,2,0,1,0
2023,2,110000,100,2,0,1,0
2024,3,178500,0,2,0,1,0
2025,1,44210,100,2,0,1,0
2025,3,248000,0,2,0,1,0
2024,2,135000,0,2,0,1,0
2025,2,150000,0,2,0,1,0
2024,3,97870,0,2,0,1,0
2024,1,119000,0,2,0,1,0
2025,1,35368,0,2,0,1,0
2023,3,166000,0,2,0,1,0
2024,3,181500,0,2,0,1,0
2025,4,225000,0,2,0,1,0
2025,3,120000,0,2,0,1,0
2024,3,145000,0,2,0,1,0
2024,2,100000,0,2,0,1,0
2024,3,166600,0,2,0,1,0
2024,1,120012,0,2,0,1,0
2024,3,207992,100,2,0,1,0
2022,3,184000,100,2,0,1,0
2025,1,110400,0,2,0,1,0
2025,1,79601,0,2,0,1,0
2025,3,260000,0,3,0,1,0
2025,3,126000,0,2,0,1,0
2024,2,117500,100,2,0,1,0
2024,3,159869,0,2,0,1,0
2023,2,162500,0,2,0,1,0
2024,3,170000,0,2,0,1,0
2025,3,112000,0,2,0,1,0
2024,3,181500,0,2,0,1,0
2025,3,125760,0,2,0,1,0
2025,2,94936,0,2,0,1,0
2024,2,60000,100,2,0,1,0
2024,3,258000,100,2,0,1,0
2025,1,50000,0,2,0,1,0
2025,2,136500,100,2,0,1,0
2024,2,133000,0,2,0,1,0
2025,3,202500,100,2,0,1,0
2025,1,78222,0,2,0,1,0
2025,3,160000,100,2,0,1,0
2024,4,212000,0,2,0,1,0
2023,3,175000,100,2,0,1,0
2025,3,101600,0,2,0,1,0
2024,2,132000,100,2,0,1,0
2025,1,80000,0,2,0,1,0
2024,3,195000,0,2,0,1,0
2023,2,161000,0,2,0,1,0
2025,3,166000,0,2,0,1,0
2024,3,389500,0,2,0,1,0
2024,3,230000,0,2,0,1,0
2025,3,215000,0,2,0,1,0
2024,3,150000,100,2,0,1,0
2024,1,85500,100,2,0,1,0
2024,3,170000,100,2,0,1,0
2025,2,186000,0,2,0,1,0
2025,3,233400,100,2,0,1,0
2024,2,210000,0,2,0,1,0
2025,3,130700,0,2,0,1,0
2024,3,228000,0,2,0,1,0
2025,3,135000,0,2,0,1,0
2024,3,345000,0,2,0,1,0
2024,3,287500,0,2,0,1,0
2024,2,120000,0,2,0,1,0
2024,2,135000,0,2,0,1,0
2025,1,58700,0,2,0,1,0
2024,3,223600,0,2,0,1,0
2024,3,149800,100,2,0,1,0
2024,3,230000,100,2,0,1,0
2024,3,122000,0,2,0,1,0
2025,3,160000,0,2,0,1,0
2025,2,146000,0,2,0,1,0
2025,2,160000,0,2,0,1,0
2025,3,140000,0,2,0,1,0
2025,2,211750,0,2,0,1,0
2024,3,173000,0,2,0,1,0
2024,3,216000,0,2,0,1,0
2024,1,114400,100,2,0,1,0
2025,3,129600,0,2,0,1,0
2024,3,171000,100,2,0,1,0
2025,3,209900,0,2,0,1,0
2025,2,86580,0,2,0,1,0
2025,2,228000,0,2,0,1,0
